session,candidate_name,matched_text,similarity,context,cue_start
salon-093,Allen Hirsh,Alan Hirsch,0.82,"ol from zoom, that would be great. And I see I'm gonna pick Alan Hirsch first, st",4925.03
salon-094,Renata Janiszewska,"Renada, Yanaszewska",0.81,"rk is featured alongside and commissioned pieces by artists Renada, Yanaszewska, Karen LaFleur, and Jan Swinburne.",40.48
salon-094,Renata Janiszewska,Renadi Anisewska,0.82,"to gain visibility to the group and our Instagram, Curator, Renadi Anisewska.",614.55
salon-094,Darcy Gerbarg,Darcy Gabar,0.83,people showing up. Darcy Gabar has a beautiful augmented reality. Sculpture here that Sung,1135.6
salon-094,Renata Janiszewska,Renata Yanashewska,0.83,"And now I'd like to pass the mic on to Renata Yanashewska, who's our next artist presenter, and Renata is going to be",3159.11
salon-095,Tommy Mintz,Tony Mintz,0.86,"By the way, this is Tony Mintz. Most of you know him, but he's the curator of this show.",202.37
salon-095,Patrick Lichty,Patrick Linty,0.89," for as a studio assistant when I was an undergraduate, and Patrick Linty, who I met in graduate school. We were both doing our mfas ",1106.58
salon-095,Patrick Lichty,Patrick Linty,0.89," for as a studio assistant when I was an undergraduate, and Patrick Linty, who I met in graduate school. We were both doing our mfas ",1106.58
salon-095,zeitgeistmode,Zeitgeist,0.82,"you were talking about the the onion and the outer layer is Zeitgeist, too, and and I think that this could be a Zeitgeist moment",2127.98
salon-095,zeitgeistmode,Zeitgeist,0.82, one thing with hashtags that represents that there is this Zeitgeist moment where people are tapping in. To you know the express,2152.93
salon-095,zeitgeistmode,Zeitgeist,0.82," the analog to digital. And I really do feel like there's a Zeitgeist moment. Where, whether people are, you know, in this group ",2167.02
salon-095,TinTin23x,Tintin,0.8,"nt. Oh, we have a nice typed in thing here. One last thing, Tintin 23 x said. My question, for the panel relates the to the so",3106.07
salon-095,Andrea Bonaceto,Andrea Bonacheta,0.9,"how to mint through. One of the artists came into the group Andrea Bonacheta, who he created an nft with Sophia, which was a robot. Hand",3305.54
salon-095,TinTin23x,Tintin,0.8,"k this to the audience, to our panel here more directly. So Tintin followed up with tintin. 23 x followed up a follow up quest",3884.3
salon-095,Erin Ko,Erin Co,0.86,"Have a story to tell. Yesterday, I mean the other day I met Erin Co. Who's here in the audience I told about laser. She came to",4457.38
salon-096,eegun,even,0.67,hysics and neuroscience. Some theories of consciousness and even elements of Buddhism and several different indigenous belie,1117.91
salon-096,eegun,even,0.67,"ock Garden, if you will. That you might have at home, maybe even on your desk.",1157.5
salon-096,eegun,even,0.67," the words to will the band manage to save the universe, or even just cut an album. Will the diva and rock God come together",2575.58
salon-096,Andy Wauman,and human,0.8,"purely artificial, half artificial and human characters in the same space, interacting with each other. ",2698.26
salon-096,eegun,Egan,0.67,"Egan is an Istanbul based artist, generative artist, and he uses",3037.95
salon-096,eegun,Egan,0.67,So I'm Egan to talk about my practice.,3094.66
salon-096,eegun,Egan,0.67,"I have a question for Egan. I'm wondering if you spend time in the ocean, because I sp",3870.85
salon-096,cari ann shim sham*,Carrie Ann Shimshan,0.84,"uggestion of not only Joey Zaza, but his collaboration with Carrie Ann Shimshan as a close, close collaborator in that coding",5234.77
salon-097,Allen Hirsh,and his,0.67,"ot a big fan of the present President of the United States, and his",1275.69
salon-097,Anton Dubrovin,"ago, during",0.64,"ut I didn't get into the art aspect of it until a few years ago, during Covid, when I bought",2909.23
salon-097,Allen Hirsh,and his,0.67,"ently passed away. I'm not sure if you're familiar with him and his work. But he was used in the plotters, you know, kind of ea",3847.73
salon-097,Chris Bly,"Chris,",0.71,"I have a very brief question for Chris, and then a general question for the 3 artists. For Chris.",5035.74
salon-097,Allen Hirsh,all their,0.7,"y interesting. It might be dynamic, it might be static, and all their talent is how they use the camera and how they use post",5227.14
salon-097,Chris Bly,"Chris,",0.71,"All right. Thank you. Elio and Chris, do you want to close out if you have any thoughts on that a",5504.43
salon-098,Cynthia Beth Rubin,"Cynthia Rubin,",0.84,"I'd like to invite, Cynthia Rubin, to the floor. She has a couple announcements about the upco",36.76
salon-098,Ann Shapiro,and share,0.7,"anyone else in the Zoom to jump in and share some work, that, you know, might be relevant to the topic, ",604.13
salon-098,Ann Shapiro,Anne said,0.7,", some are digital, some are mixed media on paper, and like Anne said, I have a 13x19 printer.",2162.53
salon-099,Eva Davidova,Eva Davide,0.82,", and Cassandra with Washington at Union Square, created by Eva Davide Dover and Sharon Enlam.",2417.67
salon-099,Anne Wichmann,and human,0.64,"y put, I say the role of the body, the senses, and emotion, and human perception, social change.",3796.58
salon-099,Andy Wauman,and human,0.8,"y put, I say the role of the body, the senses, and emotion, and human perception, social change.",3796.58
salon-099,Colman Jones,Carolyn Jones,0.8,"at the same speed of technological innovation, as Carolyn Jones notes here, is by actually taking up these technologies in ",4138.57
salon-099,Heidi Boisvert,Heidi's point,0.67,"the finest weapons. Weapons, if they are that, to speak to Heidi's point, there's so many different ways we can communicate, all cha",5467.87
salon-100,Gregory Patrick Garvey,Greg Garvey,0.67,"e spirit of this exhibit. This is a cooperative effort, and Greg Garvey is controlling the actual slideshow, so we will…",207.6
salon-100,Andy Wauman,and human,0.8,"rnational flavor of this group, and just the wonderful work and human beings that all of you are. So, thanks.",4357.45
salon-100,Gregory Patrick Garvey,"Greg, greg Garvey",0.67,"Greg, greg Garvey just signed off, I think he… this is, you know, the problem",5005.15
salon-100,Michael Farmer,Michael came,0.85,"Michael came up with… Michael Woodruff with the patterning that we had, ",5414.58
salon-101,Cynthia Beth Rubin,"Cynthia Rubin,",0.84," curated two, large, exhibitions, Brooklyn and Chelsea, and Cynthia Rubin, who, curated the Uzbekistan Museum show.",173.43
salon-101,ST Rivera,strive,0.8,"This… all this drawing by hand is something that I really strive to retain in much of my artwork, whether I'm… it doesn't ma",609.65
salon-101,Tommy Mintz,to point,0.63," and this one as well, here on the right. And I'd also like to point out the color palette in this painting is very soft.",668.27
salon-101,Karen LaFleur,Karen Leflour,0.85,"Aaron Koh, to Karen Leflour, and to Renata Janiszewska for ongoing, Zoom meetings that ",1933.97
salon-101,Gregory Little,Greg Little,0.88,"hat I did, and then I printed it as a monoprint, which now, Greg Little, who is my graduate advisor, I gave it to him as a gift bef",4263.13
salon-102,Heidi Boisvert,Heidi Boir,0.83,"So, our moderator today is Heidi Boir, who is an interdisciplinary artist, experienced designer, ",76.33
salon-102,Andy Thomas,and Toma,0.84,"Her work is represented in Spelter Digital Art Collection and Toma Foundation, and she has been featured on Science Friday. He",369.66
salon-102,David Cohen,David von,0.8,"Recorded as a specimen collected by Louis David von Schweinitz in Bethlehem, Pennsylvania, in pools and streams",2593.43
salon-102,Sue Huang,same thing,0.63,"conduct research on Earth in the hopes of one day doing the same thing on Mars, and they're extremely competitive. It was not easy",4211.6
salon-102,Sue Huang,same thing,0.63,"e the next project, but individuals, collaborations, do the same thing. And so, when I was working with Gil Weinberg, I met his Ph",4452.78
salon-102,Richard E,Richard,0.88,"with Gil Weinberg, I met his PhD candidate, Richard Savory. Richard has now gone on to, leave,",4452.78
salon-102,Richard E,"Richard,",0.88,"I had an idea for a project, and I reached out to Richard, and my idea was I wanted to create an AI entity that was ba",4477.54
salon-102,Richard E,Richard,0.88,So Richard and I made this…,4512.71
salon-102,Cynthia Beth Rubin,Cynthia Bess Rubin,0.89,"an't say enough. I would also mention that Karen Leflur and Cynthia Bess Rubin are also working on science and art projects, and I know wh",5585.54
salon-102,Karen LaFleur,Karen Leflur,0.88,"So, I can't say enough. I would also mention that Karen Leflur and Cynthia Bess Rubin are also working on science and art ",5585.54
salon-102,Sue Huang,so having,0.67,"said, they can connect dots that sometimes you're blind to, so having those collaborations, conversations, and interactions with ",6585.74
salon-103,Ben Red,been fed,0.8,"Then the AI analyzes what has been fed, and it learns patterns, like what cat, sunset, or in the s",902.25
salon-103,Ben Red,been fed,0.8," has a very sophisticated concept of patterns, because it's been fed on the patterns of the world. So what it did was, in encoun",4229.47
salon-103,Michael Rees,Michael uses,0.83,"As a user of Midjourney, I know Michael… Michael uses Midjourney heavily.",4400.61
salon-104,Colin Goldberg,Colin Gold,0.83,"ere we go, okay. So this is just a title slide, but this is Colin Gold. Colin, did you want to say a few words about your work her",918.02
salon-104,Anna Hamer,Anna Merch,0.8,"So I know Anna Merch from Skydance, that big installation at Denver Airport. And",1956.76
salon-104,Stephen Carpenter,Steven Carpenter,0.91,I think Steven Carpenter was first?,3185.09
salon-105,Tassneen Bashir,Tasneem Bashir,0.9,"Tasneem Bashir is a game designer, educator, and visual artist that is ded",1800.85
salon-105,Simone Gad,since grad,0.8,"case, we've been working together since grad school at the NYU Game Center, and…",1919.53
salon-105,Erin Ko,Erin know,0.88," be added to the Artist Index, just let myself or Renata or Erin know, and I'm happy to add you. So, many thanks for your partici",6008.37
